email_id,customer_id,subject,email_body,timestamp,category,order_id,text
EMAIL00321,CUST0176,I need to return an item,"Hello, I received the Coast Compact Blender from order ORD01070, but it does not fit my needs. Please send the return instructions. Please reply before the weekend. Please let me know what you need from me. Kind regards, Skyler Lark.",2026-04-10 18:52,Return/Refund,ORD01070,"I need to return an item Hello, I received the Coast Compact Blender from order ORD01070, but it does not fit my needs. Please send the return instructions. Please reply before the weekend. Please let me know what you need from me. Kind regards, Skyler Lark."
EMAIL00784,CUST0279,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00590? Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Casey Grove.",2026-02-28 19:44,Cancellation,ORD00590,"Accidental order Oops, I ordered the wrong item. Is it still possible to stop order ORD00590? Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Casey Grove."
EMAIL01808,CUST0089,Wrong item size,"The item in order ORD00169 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Morgan Ember.",2026-01-20 19:15,Exchange,ORD00169,"Wrong item size The item in order ORD00169 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Morgan Ember."
EMAIL01557,CUST0071,Complaint about delivery,"My package for ORD00172 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply today. A quick reply would be appreciated. Kind regards, Jordan Ivy.",2026-08-25 14:12,Complaint,ORD00172,"Complaint about delivery My package for ORD00172 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply today. A quick reply would be appreciated. Kind regards, Jordan Ivy."
EMAIL01440,CUST0286,Warranty question,"Hi, does the Willow Walking Shoe come with a warranty? I could not find the answer on the product page. Please reply when you can. A quick reply would be appreciated. Kind regards, Jamie Grove.",2026-06-20 17:55,Product Information,ORD00474,"Warranty question Hi, does the Willow Walking Shoe come with a warranty? I could not find the answer on the product page. Please reply when you can. A quick reply would be appreciated. Kind regards, Jamie Grove."
EMAIL00864,CUST0028,Please cancel my order,"Hey, please cancel order ORD00093 before it ships. I made this purchase by mistake. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Skyler Ivy.",2026-05-11 08:52,Cancellation,ORD00093,"Please cancel my order Hey, please cancel order ORD00093 before it ships. I made this purchase by mistake. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Skyler Ivy."
EMAIL00255,CUST0011,Has my package shipped?,"Hi, I ordered a Willow Canvas Tote. Is order ORD00784 on its way yet? Please reply before the weekend. Please let me know what you need from me. Kind regards, Quinn Juniper.",2026-07-16 20:35,Order Status,ORD00784,"Has my package shipped? Hi, I ordered a Willow Canvas Tote. Is order ORD00784 on its way yet? Please reply before the weekend. Please let me know what you need from me. Kind regards, Quinn Juniper."
EMAIL00889,CUST0299,Please cancel my order,"Dear support team, please cancel order ORD00716 before it ships. I made this purchase by mistake. Please reply this week. I hope this can be resolved soon. Kind regards, Jordan Briar.",2026-01-27 13:25,Cancellation,ORD00716,"Please cancel my order Dear support team, please cancel order ORD00716 before it ships. I made this purchase by mistake. Please reply this week. I hope this can be resolved soon. Kind regards, Jordan Briar."
EMAIL01603,CUST0137,Complaint about delivery,"My package for ORD00177 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply today. I hope this can be resolved soon. Kind regards, Taylor Ember.",2026-07-04 17:35,Complaint,ORD00177,"Complaint about delivery My package for ORD00177 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply today. I hope this can be resolved soon. Kind regards, Taylor Ember."
EMAIL01938,CUST0271,Can you replace this?,"Hi, the Terra Studio Microphone from ORD00753 is the wrong size. How can I swap it for the correct one? Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Avery Dale.",2026-08-05 08:55,Exchange,ORD00753,"Can you replace this? Hi, the Terra Studio Microphone from ORD00753 is the wrong size. How can I swap it for the correct one? Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Avery Dale."
EMAIL00987,CUST0028,I was charged twice,"I can see two charges for order ORD00769, but I only placed one order. Please look into this. Please reply today. Please let me know what you need from me. Kind regards, Skyler Ivy.",2026-08-20 20:05,Payment Issue,ORD00769,"I was charged twice I can see two charges for order ORD00769, but I only placed one order. Please look into this. Please reply today. Please let me know what you need from me. Kind regards, Skyler Ivy."
EMAIL01119,CUST0241,I was charged twice,"I can see two charges for order ORD00748, but I only placed one order. Please look into this. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Quinn Fern.",2026-01-24 20:22,Payment Issue,ORD00748,"I was charged twice I can see two charges for order ORD00748, but I only placed one order. Please look into this. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Quinn Fern."
EMAIL02102,CUST0213,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. A quick reply would be appreciated. Kind regards, Skyler Ivy.",2026-03-03 19:18,Other,ORD00723,"Change my address Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. A quick reply would be appreciated. Kind regards, Skyler Ivy."
EMAIL00731,CUST0102,Cancel order,"I no longer need the Nimbus Fleece Hoodie. Can you cancel ORD01075 and refund the payment? Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Riley Juniper.",2026-01-27 20:32,Cancellation,ORD01075,"Cancel order I no longer need the Nimbus Fleece Hoodie. Can you cancel ORD01075 and refund the payment? Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Riley Juniper."
EMAIL00525,CUST0292,Refund status,"I returned order ORD00276 and have not received my refund. Can someone check the status for me? Please reply today. I hope this can be resolved soon. Kind regards, Skyler Juniper.",2026-08-22 17:26,Return/Refund,ORD00276,"Refund status I returned order ORD00276 and have not received my refund. Can someone check the status for me? Please reply today. I hope this can be resolved soon. Kind regards, Skyler Juniper."
EMAIL01141,CUST0158,Payment problem,"My card payment for ORD01092 is still pending in my bank app. Did the order go through? Please reply today. Sorry if I missed this information somewhere. Kind regards, Jamie Ivy.",2026-04-21 14:12,Payment Issue,ORD01092,"Payment problem My card payment for ORD01092 is still pending in my bank app. Did the order go through? Please reply today. Sorry if I missed this information somewhere. Kind regards, Jamie Ivy."
EMAIL01604,CUST0252,Poor experience,"I have tried to get help with ORD00053 twice. Still no answer. Really disappointed with the service. Please reply today. I hope this can be resolved soon. Kind regards, Avery Fern.",2026-06-29 17:05,Complaint,ORD00053,"Poor experience I have tried to get help with ORD00053 twice. Still no answer. Really disappointed with the service. Please reply today. I hope this can be resolved soon. Kind regards, Avery Fern."
EMAIL00489,CUST0031,I need to return an item,"Hi, I received the Cedar Rain Jacket from order ORD00456, but it does not fit my needs. Please send the return instructions. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Quinn Briar.",2026-07-11 17:34,Return/Refund,ORD00456,"I need to return an item Hi, I received the Cedar Rain Jacket from order ORD00456, but it does not fit my needs. Please send the return instructions. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Quinn Briar."
EMAIL00345,CUST0294,Refund status,"I returned order ORD00576 and have not received my refund. Can someone check the status for me? Please reply this week. Sorry if I missed this information somewhere. Kind regards, Rowan Grove.",2026-03-02 14:58,Return/Refund,ORD00576,"Refund status I returned order ORD00576 and have not received my refund. Can someone check the status for me? Please reply this week. Sorry if I missed this information somewhere. Kind regards, Rowan Grove."
EMAIL00944,CUST0147,Payment problem,"My card payment for ORD00306 is still pending in my bank app. Did the order go through? Please reply today. I hope this can be resolved soon. Kind regards, Rowan Grove.",2026-06-24 14:40,Payment Issue,ORD00306,"Payment problem My card payment for ORD00306 is still pending in my bank app. Did the order go through? Please reply today. I hope this can be resolved soon. Kind regards, Rowan Grove."
EMAIL01775,CUST0192,Complaint about delivery,"My package for ORD00184 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Riley Lark.",2026-07-04 13:42,Complaint,ORD00184,"Complaint about delivery My package for ORD00184 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Riley Lark."
EMAIL02154,CUST0299,Need account help,"Hey, I cannot log in after resetting my password. Can you help me access my account? Please reply when you can. Please let me know what you need from me. Kind regards, Jordan Briar.",2026-06-12 11:05,Other,ORD00830,"Need account help Hey, I cannot log in after resetting my password. Can you help me access my account? Please reply when you can. Please let me know what you need from me. Kind regards, Jordan Briar."
EMAIL02265,CUST0248,Discount code question,"Do you have a student discount or a promo code I can use for the Coast Denim Jacket? Please reply today. I hope this can be resolved soon. Kind regards, Rowan Juniper.",2026-02-03 08:07,Other,,"Discount code question Do you have a student discount or a promo code I can use for the Coast Denim Jacket? Please reply today. I hope this can be resolved soon. Kind regards, Rowan Juniper."
EMAIL01956,CUST0035,Wrong item size,"The item in order ORD00629 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply when you can. I hope this can be resolved soon. Kind regards, Skyler Grove.",2026-07-13 08:25,Exchange,ORD00629,"Wrong item size The item in order ORD00629 does not fit. I do not need a refund; I would prefer an exchange if possible. Please reply when you can. I hope this can be resolved soon. Kind regards, Skyler Grove."
EMAIL01023,CUST0258,I was charged twice,"I can see two charges for order ORD01198, but I only placed one order. Please look into this. Please reply when you can. I hope this can be resolved soon. Kind regards, Avery Fern.",2026-06-02 13:28,Payment Issue,ORD01198,"I was charged twice I can see two charges for order ORD01198, but I only placed one order. Please look into this. Please reply when you can. I hope this can be resolved soon. Kind regards, Avery Fern."
EMAIL01710,CUST0288,Complaint about delivery,"My package for ORD01056 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Casey Hollow.",2026-06-19 12:38,Complaint,ORD01056,"Complaint about delivery My package for ORD01056 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply this week. Sorry if I missed this information somewhere. Kind regards, Casey Hollow."
EMAIL01526,CUST0144,Complaint about delivery,"My package for ORD00153 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Skyler Ember.",2026-05-19 20:28,Complaint,ORD00153,"Complaint about delivery My package for ORD00153 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Skyler Ember."
EMAIL01295,CUST0229,Is this in stock?,"Do you still have the Lumen Denim Jacket available? I am looking for one as a gift. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Jordan Ember.",2026-05-09 20:30,Product Information,ORD00715,"Is this in stock? Do you still have the Lumen Denim Jacket available? I am looking for one as a gift. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Jordan Ember."
EMAIL01580,CUST0224,Very disappointed,"Hey, I am unhappy with order ORD00674. The Echo Walking Shoe was not as described and this has been frustrating. Please reply this week. I hope this can be resolved soon. Kind regards, Taylor Ivy.",2026-08-24 08:41,Complaint,ORD00674,"Very disappointed Hey, I am unhappy with order ORD00674. The Echo Walking Shoe was not as described and this has been frustrating. Please reply this week. I hope this can be resolved soon. Kind regards, Taylor Ivy."
EMAIL02313,CUST0184,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. Please let me know what you need from me. Kind regards, Skyler Ember.",2026-07-30 14:13,Other,ORD00887,"Change my address Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. Please let me know what you need from me. Kind regards, Skyler Ember."
EMAIL00722,CUST0159,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00135? Please reply this week. Please let me know what you need from me. Kind regards, Quinn Ivy.",2026-07-19 09:54,Cancellation,ORD00135,"Accidental order Oops, I ordered the wrong item. Is it still possible to stop order ORD00135? Please reply this week. Please let me know what you need from me. Kind regards, Quinn Ivy."
EMAIL01785,CUST0220,Complaint about delivery,"My package for ORD01001 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Quinn Cove.",2026-02-23 09:08,Complaint,ORD01001,"Complaint about delivery My package for ORD01001 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Quinn Cove."
EMAIL01649,CUST0244,Complaint about delivery,"My package for ORD00724 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Avery Fern.",2026-04-12 14:59,Complaint,ORD00724,"Complaint about delivery My package for ORD00724 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Avery Fern."
EMAIL00333,CUST0239,I need to return an item,"Hello, I received the Nova Gentle Cleanser from order ORD00580, but it does not fit my needs. Please send the return instructions. Please reply today. Please let me know what you need from me. Kind regards, Riley Briar.",2026-04-06 08:09,Return/Refund,ORD00580,"I need to return an item Hello, I received the Nova Gentle Cleanser from order ORD00580, but it does not fit my needs. Please send the return instructions. Please reply today. Please let me know what you need from me. Kind regards, Riley Briar."
EMAIL01007,CUST0163,Checkout error,"Hi, my payment keeps failing when I try to buy the Nimbus Night Cream. The card works everywhere else. Please reply when you can. I hope this can be resolved soon. Kind regards, Quinn Fern.",2026-06-23 10:03,Payment Issue,ORD00157,"Checkout error Hi, my payment keeps failing when I try to buy the Nimbus Night Cream. The card works everywhere else. Please reply when you can. I hope this can be resolved soon. Kind regards, Quinn Fern."
EMAIL00155,CUST0163,Tracking update needed,"Could you check the delivery status of ORD00709? The tracking has not changed and I am starting to worry. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Quinn Fern.",2026-04-16 15:01,Order Status,ORD00709,"Tracking update needed Could you check the delivery status of ORD00709? The tracking has not changed and I am starting to worry. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Quinn Fern."
EMAIL01382,CUST0140,Question about Atlas Gentle Cleanser,"Hey, could you tell me more about the Atlas Gentle Cleanser? I need the size, material, and care details before ordering. Please reply this week. A quick reply would be appreciated. Kind regards, Casey Lark.",2026-01-31 11:36,Product Information,ORD00274,"Question about Atlas Gentle Cleanser Hey, could you tell me more about the Atlas Gentle Cleanser? I need the size, material, and care details before ordering. Please reply this week. A quick reply would be appreciated. Kind regards, Casey Lark."
EMAIL02244,CUST0209,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Morgan Ivy.",2026-04-13 17:22,Other,ORD00159,"Change my address Hi, how do I update the delivery address saved in my account for future orders? Please reply when you can. I checked the help page but could not find a clear answer. Kind regards, Morgan Ivy."
EMAIL00989,CUST0254,Checkout error,"Hi, my payment keeps failing when I try to buy the Summit Rain Jacket. The card works everywhere else. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Taylor Cove.",2026-01-28 20:59,Payment Issue,ORD00826,"Checkout error Hi, my payment keeps failing when I try to buy the Summit Rain Jacket. The card works everywhere else. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Taylor Cove."
EMAIL00089,CUST0068,Tracking update needed,"Could you check the delivery status of ORD01193? The tracking has not changed and I am starting to worry. Please reply this week. A quick reply would be appreciated. Kind regards, Avery Ivy.",2026-04-22 11:06,Order Status,ORD01193,"Tracking update needed Could you check the delivery status of ORD01193? The tracking has not changed and I am starting to worry. Please reply this week. A quick reply would be appreciated. Kind regards, Avery Ivy."
EMAIL00968,CUST0017,Payment problem,"My card payment for ORD00044 is still pending in my bank app. Did the order go through? Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Casey Lark.",2026-03-21 13:40,Payment Issue,ORD00044,"Payment problem My card payment for ORD00044 is still pending in my bank app. Did the order go through? Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Casey Lark."
EMAIL00129,CUST0276,Where is my order?,"Hey, I placed order ORD00957 a few days ago and it still says delivered. Can you tell me when it will arrive? Regards, Morgan Lark Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Morgan Lark.",2026-04-01 14:13,Order Status,ORD00957,"Where is my order? Hey, I placed order ORD00957 a few days ago and it still says delivered. Can you tell me when it will arrive? Regards, Morgan Lark Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Morgan Lark."
EMAIL00069,CUST0248,Where is my order?,"Hey, I placed order ORD00352 a few days ago and it still says processing. Can you tell me when it will arrive? Please help, Rowan Juniper Please reply this week. A quick reply would be appreciated. Kind regards, Rowan Juniper.",2026-05-01 10:40,Order Status,ORD00352,"Where is my order? Hey, I placed order ORD00352 a few days ago and it still says processing. Can you tell me when it will arrive? Please help, Rowan Juniper Please reply this week. A quick reply would be appreciated. Kind regards, Rowan Juniper."
EMAIL02302,CUST0113,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Avery Cove.",2026-01-28 08:05,Other,ORD00678,"Change my address Hi, how do I update the delivery address saved in my account for future orders? Please reply this week. I checked the help page but could not find a clear answer. Kind regards, Avery Cove."
EMAIL02293,CUST0048,Change my address,"Hi, how do I update the delivery address saved in my account for future orders? Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Morgan Cove.",2026-07-25 17:17,Other,ORD00916,"Change my address Hi, how do I update the delivery address saved in my account for future orders? Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Morgan Cove."
EMAIL01621,CUST0278,Complaint about delivery,"My package for ORD00938 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Jamie Cove.",2026-03-17 18:20,Complaint,ORD00938,"Complaint about delivery My package for ORD00938 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply before the weekend. Sorry if I missed this information somewhere. Kind regards, Jamie Cove."
EMAIL00270,CUST0255,Has my package shipped?,"Hi, I ordered a Summit Rain Jacket. Is order ORD00805 on its way yet? Please reply when you can. Please let me know what you need from me. Kind regards, Avery Lark.",2026-04-29 19:30,Order Status,ORD00805,"Has my package shipped? Hi, I ordered a Summit Rain Jacket. Is order ORD00805 on its way yet? Please reply when you can. Please let me know what you need from me. Kind regards, Avery Lark."
EMAIL00813,CUST0184,Accidental order,"Oops, I ordered the wrong item. Is it still possible to stop order ORD00266? Please reply today. Sorry if I missed this information somewhere. Kind regards, Skyler Ember.",2026-07-06 11:51,Cancellation,ORD00266,"Accidental order Oops, I ordered the wrong item. Is it still possible to stop order ORD00266? Please reply today. Sorry if I missed this information somewhere. Kind regards, Skyler Ember."
EMAIL01268,CUST0102,Question about Nimbus Fleece Hoodie,"Hello, could you tell me more about the Nimbus Fleece Hoodie? I need the size, material, and care details before ordering. Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Riley Juniper.",2026-03-25 20:11,Product Information,ORD01075,"Question about Nimbus Fleece Hoodie Hello, could you tell me more about the Nimbus Fleece Hoodie? I need the size, material, and care details before ordering. Please reply before the weekend. I checked the help page but could not find a clear answer. Kind regards, Riley Juniper."
EMAIL01003,CUST0284,Payment problem,"My card payment for ORD00144 is still pending in my bank app. Did the order go through? Please reply this week. A quick reply would be appreciated. Kind regards, Quinn Ember.",2026-01-25 12:05,Payment Issue,ORD00144,"Payment problem My card payment for ORD00144 is still pending in my bank app. Did the order go through? Please reply this week. A quick reply would be appreciated. Kind regards, Quinn Ember."
EMAIL01662,CUST0176,Very disappointed,"Hey, I am unhappy with order ORD00241. The Brook Vitamin C Set was not as described and this has been frustrating. Please reply today. A quick reply would be appreciated. Kind regards, Skyler Lark.",2026-06-25 15:27,Complaint,ORD00241,"Very disappointed Hey, I am unhappy with order ORD00241. The Brook Vitamin C Set was not as described and this has been frustrating. Please reply today. A quick reply would be appreciated. Kind regards, Skyler Lark."
EMAIL02037,CUST0039,Can you replace this?,"Hi, the Willow Glass Storage Set from ORD00155 is the wrong size. How can I swap it for the correct one? Please reply this week. A quick reply would be appreciated. Kind regards, Jordan Fern.",2026-06-28 08:07,Exchange,ORD00155,"Can you replace this? Hi, the Willow Glass Storage Set from ORD00155 is the wrong size. How can I swap it for the correct one? Please reply this week. A quick reply would be appreciated. Kind regards, Jordan Fern."
EMAIL01402,CUST0272,Question about Harbor Wireless Earbuds,"Dear support team, could you tell me more about the Harbor Wireless Earbuds? I need the size, material, and care details before ordering. Please reply today. A quick reply would be appreciated. Kind regards, Skyler Grove.",2026-02-21 10:36,Product Information,ORD00040,"Question about Harbor Wireless Earbuds Dear support team, could you tell me more about the Harbor Wireless Earbuds? I need the size, material, and care details before ordering. Please reply today. A quick reply would be appreciated. Kind regards, Skyler Grove."
EMAIL00563,CUST0078,Return request,"The Atlas Gentle Cleanser arrived damaged. I would like to return it and receive a refund for ORD00890. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Avery Grove.",2026-06-04 19:17,Return/Refund,ORD00890,"Return request The Atlas Gentle Cleanser arrived damaged. I would like to return it and receive a refund for ORD00890. Please reply as soon as possible. Sorry if I missed this information somewhere. Kind regards, Avery Grove."
EMAIL00181,CUST0291,Tracking update needed,"Could you check the delivery status of ORD00460? The tracking has not changed and I am starting to worry. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Riley Lark.",2026-05-26 09:08,Order Status,ORD00460,"Tracking update needed Could you check the delivery status of ORD00460? The tracking has not changed and I am starting to worry. Please reply as soon as possible. I checked the help page but could not find a clear answer. Kind regards, Riley Lark."
EMAIL01413,CUST0194,Question about Nimbus Glass Storage Set,"Hello, could you tell me more about the Nimbus Glass Storage Set? I need the size, material, and care details before ordering. Please reply today. Please let me know what you need from me. Kind regards, Jamie Ivy.",2026-07-22 18:27,Product Information,,"Question about Nimbus Glass Storage Set Hello, could you tell me more about the Nimbus Glass Storage Set? I need the size, material, and care details before ordering. Please reply today. Please let me know what you need from me. Kind regards, Jamie Ivy."
EMAIL02229,CUST0210,Need account help,"Dear support team, I cannot log in after resetting my password. Can you help me access my account? Please reply today. Sorry if I missed this information somewhere. Kind regards, Morgan Lark.",2026-03-13 11:19,Other,ORD01084,"Need account help Dear support team, I cannot log in after resetting my password. Can you help me access my account? Please reply today. Sorry if I missed this information somewhere. Kind regards, Morgan Lark."
EMAIL00163,CUST0065,Where is my order?,"Dear support team, I placed order ORD00425 a few days ago and it still says shipped. Can you tell me when it will arrive? Please help, Skyler Lark Please reply when you can. I hope this can be resolved soon. Kind regards, Skyler Lark.",2026-03-08 17:43,Order Status,ORD00425,"Where is my order? Dear support team, I placed order ORD00425 a few days ago and it still says shipped. Can you tell me when it will arrive? Please help, Skyler Lark Please reply when you can. I hope this can be resolved soon. Kind regards, Skyler Lark."
EMAIL00242,CUST0267,Tracking update needed,"Could you check the delivery status of ORD00080? The tracking has not changed and I am starting to worry. Please reply today. I hope this can be resolved soon. Kind regards, Jordan Lark.",2026-03-23 11:53,Order Status,ORD00080,"Tracking update needed Could you check the delivery status of ORD00080? The tracking has not changed and I am starting to worry. Please reply today. I hope this can be resolved soon. Kind regards, Jordan Lark."
EMAIL00485,CUST0075,Refund status,"I returned order ORD00624 and have not received my refund. Can someone check the status for me? Please reply today. Please let me know what you need from me. Kind regards, Riley Lark.",2026-01-16 15:51,Return/Refund,ORD00624,"Refund status I returned order ORD00624 and have not received my refund. Can someone check the status for me? Please reply today. Please let me know what you need from me. Kind regards, Riley Lark."
EMAIL02346,CUST0124,Need account help,"Hi, I cannot log in after resetting my password. Can you help me access my account? Please reply this week. I hope this can be resolved soon. Kind regards, Taylor Juniper.",2026-04-14 18:21,Other,,"Need account help Hi, I cannot log in after resetting my password. Can you help me access my account? Please reply this week. I hope this can be resolved soon. Kind regards, Taylor Juniper."
EMAIL00207,CUST0188,Where is my order?,"Hey, I placed order ORD00434 a few days ago and it still says shipped. Can you tell me when it will arrive? Thanks, Riley Hollow Please reply before the weekend. I hope this can be resolved soon. Kind regards, Riley Hollow.",2026-06-19 13:53,Order Status,ORD00434,"Where is my order? Hey, I placed order ORD00434 a few days ago and it still says shipped. Can you tell me when it will arrive? Thanks, Riley Hollow Please reply before the weekend. I hope this can be resolved soon. Kind regards, Riley Hollow."
EMAIL01490,CUST0120,Is this in stock?,"Do you still have the Meadow Vitamin C Set available? I am looking for one as a gift. Please reply today. Please let me know what you need from me. Kind regards, Quinn Cove.",2026-02-23 19:49,Product Information,ORD00484,"Is this in stock? Do you still have the Meadow Vitamin C Set available? I am looking for one as a gift. Please reply today. Please let me know what you need from me. Kind regards, Quinn Cove."
EMAIL00690,CUST0128,Cancel order,"I no longer need the Coast Foam Roller. Can you cancel ORD00280 and refund the payment? Please reply before the weekend. Please let me know what you need from me. Kind regards, Morgan Ivy.",2026-05-11 12:31,Cancellation,ORD00280,"Cancel order I no longer need the Coast Foam Roller. Can you cancel ORD00280 and refund the payment? Please reply before the weekend. Please let me know what you need from me. Kind regards, Morgan Ivy."
EMAIL01767,CUST0112,Complaint about delivery,"My package for ORD00685 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Jamie Ivy.",2026-03-27 10:13,Complaint,ORD00685,"Complaint about delivery My package for ORD00685 arrived much later than promised and nobody sent an update. This is not acceptable. Please reply as soon as possible. Please let me know what you need from me. Kind regards, Jamie Ivy."
EMAIL00179,CUST0107,Tracking update needed,"Could you check the delivery status of ORD01007? The tracking has not changed and I am starting to worry. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Quinn Dale.",2026-05-20 09:21,Order Status,ORD01007,"Tracking update needed Could you check the delivery status of ORD01007? The tracking has not changed and I am starting to worry. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Quinn Dale."
EMAIL01082,CUST0062,Payment problem,"My card payment for ORD00934 is still pending in my bank app. Did the order go through? Please reply when you can. Please let me know what you need from me. Kind regards, Jordan Cove.",2026-07-27 16:05,Payment Issue,ORD00934,"Payment problem My card payment for ORD00934 is still pending in my bank app. Did the order go through? Please reply when you can. Please let me know what you need from me. Kind regards, Jordan Cove."
EMAIL01172,CUST0014,Payment problem,"My card payment for ORD00427 is still pending in my bank app. Did the order go through? Please reply when you can. Please let me know what you need from me. Kind regards, Casey Ember.",2026-06-07 13:52,Payment Issue,ORD00427,"Payment problem My card payment for ORD00427 is still pending in my bank app. Did the order go through? Please reply when you can. Please let me know what you need from me. Kind regards, Casey Ember."
EMAIL01467,CUST0215,Is this in stock?,"Do you still have the Harbor Training Shoe available? I am looking for one as a gift. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Rowan Hollow.",2026-02-27 09:55,Product Information,ORD00538,"Is this in stock? Do you still have the Harbor Training Shoe available? I am looking for one as a gift. Please reply as soon as possible. I hope this can be resolved soon. Kind regards, Rowan Hollow."
EMAIL00539,CUST0039,Return request,"The Cedar Rain Jacket arrived damaged. I would like to return it and receive a refund for ORD00399. Please reply today. I hope this can be resolved soon. Kind regards, Jordan Fern.",2026-02-01 08:45,Return/Refund,ORD00399,"Return request The Cedar Rain Jacket arrived damaged. I would like to return it and receive a refund for ORD00399. Please reply today. I hope this can be resolved soon. Kind regards, Jordan Fern."
EMAIL01419,CUST0192,Question about Terra Electric Kettle,"Hello, could you tell me more about the Terra Electric Kettle? I need the size, material, and care details before ordering. Please reply when you can. A quick reply would be appreciated. Kind regards, Riley Lark.",2026-08-09 08:07,Product Information,ORD00566,"Question about Terra Electric Kettle Hello, could you tell me more about the Terra Electric Kettle? I need the size, material, and care details before ordering. Please reply when you can. A quick reply would be appreciated. Kind regards, Riley Lark."
EMAIL01264,CUST0035,Warranty question,"Hi, does the Summit Glass Storage Set come with a warranty? I could not find the answer on the product page. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Skyler Grove.",2026-02-25 20:07,Product Information,ORD00396,"Warranty question Hi, does the Summit Glass Storage Set come with a warranty? I could not find the answer on the product page. Please reply before the weekend. I hope this can be resolved soon. Kind regards, Skyler Grove."
